Type;Instruction;Param Variant;Opcodes;Internal;Mnemonic;Param1;Param2;Param3;;Addressing mode 1;Addressing mode 2;Addressing mode 3;;;Bytes;Exec Variant;M Cycles;T States;Condition;M1;M2;M3;M4;M5;M6;Stack;M1 comment;;Instruction Group;Undocumented;User manual page;Operation;Description;Condition Bits Affected;Example
instr;31;0;7;0;DEC;A,B,C,D,E,H,L;;;;Register;;;;;1;0;1;4;;OCF(4);;;;;;;;;8-Bit Arithmetic;0;164;m <- m- 1;"The m operand is any of r, (HL), (IX+d), or (lY+d), as defined for the
analogous INC instructions.
The byte specified by the m operand is decremented.";"S is set if result is negative, reset otherwise
Z is set if result is zero, reset otherwise
H is set if borrow from bit 4, reset otherwise
P/V is set if m was 80H before operation, reset otherwise
N is set
C is not affected";"If the D register contains byte 2AH, at execution of DEC D register D
contains 29H."
instr;31;1;4;0;DEC;IXh,IXl,IYh,IYl;;;;Register;;;;;2;0;2;8 (4, 4);;OCF(4);OCF(4);;;;;;;;8-Bit Arithmetic;1;;m <- m- 1;"The m operand is any of r, (HL), (IX+d), or (lY+d), as defined for the
analogous INC instructions.
The byte specified by the m operand is decremented.";"S is set if result is negative, reset otherwise
Z is set if result is zero, reset otherwise
H is set if borrow from bit 4, reset otherwise
P/V is set if m was 80H before operation, reset otherwise
N is set
C is not affected";"If the D register contains byte 2AH, at execution of DEC D register D
contains 29H."
instr;32;0;1;0;DEC;(HL);;;;Register Indirect;;;;;1;0;3;11 (4, 4, 3);;OCF(4);MR(4);MW(3);;;;;;;8-Bit Arithmetic;0;164;m <- m- 1;"The m operand is any of r, (HL), (IX+d), or (lY+d), as defined for the
analogous INC instructions.
The byte specified by the m operand is decremented.";"S is set if result is negative, reset otherwise
Z is set if result is zero, reset otherwise
H is set if borrow from bit 4, reset otherwise
P/V is set if m was 80H before operation, reset otherwise
N is set
C is not affected";"If the D register contains byte 2AH, at execution of DEC D register D
contains 29H."
instr;33;0;2;0;DEC;(IX+d),(IY+d);;;;Indexed;;;;;3;0;6;23 (4, 4, 3, 5, 4, 3);;OCF(4);OCF(4);OD(3);CPU(5);MR(4);MW(3);;;;8-Bit Arithmetic;0;164;m <- m- 1;"The m operand is any of r, (HL), (IX+d), or (lY+d), as defined for the
analogous INC instructions.
The byte specified by the m operand is decremented.";"S is set if result is negative, reset otherwise
Z is set if result is zero, reset otherwise
H is set if borrow from bit 4, reset otherwise
P/V is set if m was 80H before operation, reset otherwise
N is set
C is not affected";"If the D register contains byte 2AH, at execution of DEC D register D
contains 29H."
instr;34;0;4;0;DEC;BC,DE,HL,SP;;;;Register Ext;;;;;1;0;1;6;;OCF(6);;;;;;;;;16-Bit Arithmetic;0;187;ss <- ss - 1;"The contents of register pair ss (any of the register pairs BC, DE, HL, or
SP) are decremented.";None;"If register pair HL contains 1001H, at execution of DEC HL the contents
of HL are 1000H."
instr;34;1;2;0;DEC;IX,IY;;;;Register Ext;;;;;2;0;2;10 (4, 6);;OCF(4);OCF(6);;;;;;;;16-Bit Arithmetic;0;"188
189";IX <- IX - 1;The contents of Index Register IX are decremented.;None;"If the contents of Index Register IX are 2006H, at execution of DEC IX
the contents of Index Register IX are 2005H."
instr;35;0;1;0;DI;;;;;;;;;;1;0;1;4;;OCF(4);;;;;;;;;CPU Control;0;174;IFF <- 0;"DI disables the maskable interrupt by resetting the interrupt enable flipflops
(IFF1 and IFF2). Note that this instruction disables the maskable
interrupt during its execution";None;"When the CPU executes the instruction DI the maskable interrupt is
disabled until it is subsequently re-enabled by an EI instruction. The CPU
does not respond to an Interrupt Request (INT) signal."
instr;36;0;1;0;DJNZ;e;;;;Relative;;;;;2;0;3;13 (5,3, 5);B != 0;OCF(5);OD(3);CPU(5);;;;;;;Jump;0;253;;"This instruction is similar to the conditional jump instructions except that
a register value is used to determine branching. The B register is
decremented, and if a non zero value remains, the value of the
displacement e is added to the Program Counter (PC). The next
instruction is fetched from the location designated by the new contents of
the PC. The jump is measured from the address of the instruction Op
Code and has a range of -126 to +129 bytes. The assembler automatically
adjusts for the twice incremented PC.
If the result of decrementing leaves B with a zero value, the next instruction
executed is taken from the location following this instruction.";None;"A typical software routine is used to demonstrate the use of the DJNZ
instruction. This routine moves a line from an input buffer (INBUF) to an
output buffer (OUTBUF). It moves the bytes until it finds a CR, or until it
has moved 80 bytes, whichever occurs first.
LD B, 80 ,Set up counter
LD HL, Inbuf ,Set up pointers
LD DE, Outbuf
LOOP: LD A, (HL) ,Get next byte from
,input buffer
LD (DE), A ,Store in output buffer
CP ODH ,Is it a CR?
JR Z, DONE ,Yes finished
INC HL ,Increment pointers
INC DE
DJNZ LOOP ,Loop back if 80
,bytes have not
,been moved
DONE:"
execvar;36;0;;0;;;;;;;;;;;2;1;2;8 (5, 3);B == 0;OCF(5);OD(3);;;;;;;;;;;;;;
instr;37;0;1;0;EI;;;;;;;;;;1;0;1;4;;OCF(4);;;;;;;;;CPU Control;0;175;IFF <- 1;"The enable interrupt instruction sets both interrupt enable flip flops (IFFI
and IFF2) to a logic 1, allowing recognition of any maskable interrupt. Note
that during the execution of this instruction and the following instruction,
maskable interrupts are disabled.";None;"When the CPU executes instruction EI the maskable interrupt is
enabled."
instr;38;0;1;0;EX;AF;AF';;;Register Ext;Register Ext;;;;1;0;1;4;;OCF(4);;;;;;;;;Exchange, Block Transfer, and Search;0;123;DE <-> HL;The 2-byte contents of register pairs DE and HL are exchanged.;None;"If the content of register pair DE is the number 2822H, and the content of
the register pair HL is number 499AH, at instruction EX DE, HL the content
of register pair DE is 499AH, and the content of register pair HL is 2822H."
instr;38;1;1;0;EX;DE;HL;;;Register Ext;Register Ext;;;;1;0;1;4;;OCF(4);;;;;;;;;Exchange, Block Transfer, and Search;0;122;DE <-> HL;The 2-byte contents of register pairs DE and HL are exchanged.;None;"If the content of register pair DE is the number 2822H, and the content of
the register pair HL is number 499AH, at instruction EX DE, HL the content
of register pair DE is 499AH, and the content of register pair HL is 2822H."
instr;39;0;1;0;EX;(SP);HL;;;Register Indirect;Register Ext;;;;1;0;5;19 (4, 3, 4, 3, 5);;OCF(4);SRL(3);SRH(4);SWH(3);SWL(5);;M2 -1, M4 -1;;;Exchange, Block Transfer, and Search;0;125;H <-> (SP+1), L <-> (SP);"The low order byte contained in register pair HL is exchanged with the
contents of the memory address specified by the contents of register pair SP
(Stack Pointer), and the high order byte of HL is exchanged with the next
highest memory address (SP+1).";None;"If the HL register pair contains 7012H, the SP register pair contains 8856H,
the memory location 8856H contains byte 11H, and memory location
8857H contains byte 22H, then the instruction EX (SP), HL results in the
HL register pair containing number 2211H, memory location 8856H
containing byte 12H, memory location 8857H containing byte 70H and
Stack Pointer containing 8856H."
instr;39;1;2;0;EX;(SP);IX,IY;;;Register Indirect;Register Ext;;;;2;0;6;23 (4, 4, 3, 4, 3, 5);;OCF(4);OCF(4);SRL(3);SRH(4);SWH(3);SWL(5);M3 +1, M5 +1;;;Exchange, Block Transfer, and Search;0;"126
127";IXH <-> (SP+1), IXL <-> (SP);"The low order byte in Index Register IX is exchanged with the contents of
the memory address specified by the contents of register pair SP (Stack
Pointer), and the high order byte of IX is exchanged with the next highest
memory address (SP+1).";None;"If the Index Register IX contains 3988H, the SP register pair Contains
0100H, memory location 0100H contains byte 90H, and memory location
0101H contains byte 48H, then the instruction EX (SP), IX results in the
IX register pair containing number 4890H, memory location 0100H
containing 88H, memory location 0101H containing 39H, and the Stack
Pointer containing 0100H."
instr;40;0;1;0;EXX;;;;;;;;;;1;0;1;4;;OCF(4);;;;;;;;;Exchange, Block Transfer, and Search;0;124;BC <-> BC', DE <-> DE', HL <-> HL';"Each 2-byte value in register pairs BC, DE, and HL is exchanged with the
2-byte value in BC', DE', and HL', respectively.";None;"If the contents of register pairs BC, DE, and HL are the numbers 445AH,
3DA2H, and 8859H, respectively, and the contents of register pairs BC',
DE', and HL' are 0988H, 9300H, and 00E7H, respectively, at instruction
EXX the contents of the register pairs are as follows: BC' contains 0988H,
DE' contains 9300H, HL contains 00E7H, BC' contains 445AH, DE'
contains 3DA2H, and HL' contains 8859H."
instr;41;0;1;0;HALT;;;;;;;;;;1;0;1;4;;OCF(4);;;;;;;;;CPU Control;0;173;;"The HALT instruction suspends CPU operation until a subsequent interrupt
or reset is received. While in the HALT state, the processor executes NOPs
to maintain memory refresh logic.";None;
instr;42;0;3;0;IM;0,1,2;;;;Interrupt Mode;;;;;2;0;2;8 (4, 4);;OCF(4);OCF(4);;;;;;;;CPU Control;0;"176
177
178";;"The IM 0 instruction sets interrupt mode 0. In this mode, the interrupting
device can insert any instruction on the data bus for execution by the
CPU. The first byte of a multi-byte instruction is read during the interrupt
acknowledge cycle. Subsequent bytes are read in by a normal memory
read sequence.
The IM 1 instruction sets interrupt mode 1. In this mode, the processor
responds to an interrupt by executing a restart to location 0038H.
The IM 2 instruction sets the vectored interrupt mode 2. This mode allows
an indirect call to any memory location by an 8-bit vector supplied from the
peripheral device. This vector then becomes the least-significant eight bits
of the indirect pointer, while the I register in the CPU provides the most-significant
eight bits. This address points to an address in a vector table that
is the starting address for the interrupt service routine.";None;
instr;43;0;1;0;IN;A;(n);;;Register;Immediate I/O Port;;;;2;0;3;11 (4, 3, 4);;OCF(4);OD(3);PR(4);;;;;;;Input and Output;0;269;A <- (n);"The operand n is placed on the bottom half (A0 through A7) of the address
bus to select the I/O device at one of 256 possible ports. The contents of the
Accumulator also appear on the top half (A8 through A15) of the address
bus at this time. Then one byte from the selected port is placed on the data
bus and written to the Accumulator (register A) in the CPU.";None;"If the contents of the Accumulator are 23H, and byte 7BH is available at the
peripheral device mapped to I/O port address 01H. At execution of INA,
(01H) the Accumulator contains 7BH."
instr;44;0;7;0;IN;A,B,C,D,E,H,L;(C);;;Register;Register I/O Port;;;;2;0;3;12 (4, 4, 4);;OCF(4);OCF(4);PR(4);;;;;;;Input and Output;0;270;r <- (C);"The contents of register C are placed on the bottom half (A0 through A7) of
the address bus to select the I/O device at one of 256 possible ports. The
contents of Register B are placed on the top half (A8 through A15) of the
address bus at this time. Then one byte from the selected port is placed on
the data bus and written to register r in the CPU. Register r identifies any of
the CPU registers shown in the following table, which also indicates the
corresponding 3-bit r field for each. The flags are affected, checking the
input data.";"S is set if input data is negative, reset otherwise
Z is set if input data is zero, reset otherwise
H is reset
P/V is set if parity is even, reset otherwise
N is reset
C is not affected";"If the contents of register C are 07H, the contents of register B are 10H,
and byte 7BH is available at the peripheral device mapped to I/O port
address 07H. After execution of IN D, (C) register D contains 7BH."
instr;45;0;1;0;IN;F;(C);;;Flags;Register I/O Port;;;;2;0;3;12 (4, 4, 4);;OCF(4);OCF(4);PR(4);;;;;;;Input and Output;1;;;The ED70 instruction reads from I/O port C, but does not store the result. It just affects the flags like the other IN x,(C) instructions.;"S is set if input data is negative, reset otherwise
Z is set if input data is zero, reset otherwise
H is reset
P/V is set if parity is even, reset otherwise
N is reset
C is not affected";"If the contents of register C are 07H, the contents of register B are 10H,
and byte 7BH is available at the peripheral device mapped to I/O port
address 07H. After execution of IN F, (C) value 7BH is not stored in any register, only flag F is affected."
instr;46;0;7;0;INC;A,B,C,D,E,H,L;;;;Register;;;;;1;0;1;4;;OCF(4);;;;;;;;;8-Bit Arithmetic;0;160;r <- r + 1;"Register r is incremented and register r identifies any of the registers A, B,
C, D, E, H, or L.";"S is set if result is negative, reset otherwise
Z is set if result is zero, reset otherwise
H is set if carry from bit 3, reset otherwise
P/V is set if r was 7FH before operation, reset otherwise
N is reset
C is not affected";"If the contents of register D are 28H, at execution of INC D the contents of
register D are 29H."
instr;46;1;4;0;INC;IXh,IXl,IYh,IYl;;;;Register;;;;;2;0;2;8 (4, 4);;OCF(4);OCF(4);;;;;;;;8-Bit Arithmetic;1;;r <- r + 1;"Register r is incremented and register r identifies any of the registers A, B,
C, D, E, H, or L.";"S is set if result is negative, reset otherwise
Z is set if result is zero, reset otherwise
H is set if carry from bit 3, reset otherwise
P/V is set if r was 7FH before operation, reset otherwise
N is reset
C is not affected";"If the contents of register D are 28H, at execution of INC D the contents of
register D are 29H."
instr;47;0;1;0;INC;(HL);;;;Register Indirect;;;;;1;0;3;11 (4, 4, 3);;OCF(4);MR(4);MW(3);;;;;;;8-Bit Arithmetic;0;161;(HL) <- (HL) + 1;"The byte contained in the address specified by the contents of the HL
register pair is incremented.";"S is set if result is negative, reset otherwise
Z is set if result is zero, reset otherwise
H is set if carry from bit 3, reset otherwise
P/V is set if (HL) was 7FH before operation, reset otherwise
N is reset
C is not affected";"If the contents of the HL register pair are 3434H, and the contents of
address 3434H are 82H, at execution of INC (HL) memory location
3434H contains 83H."
instr;48;0;2;0;INC;(IX+d),(IY+d);;;;Indexed;;;;;3;0;6;23 (4, 4, 3, 5, 4, 3);;OCF(4);OCF(4);OD(3);CPU(5);MR(4);MW(3);;;;8-Bit Arithmetic;0;"162
163";(IX+d) <- (IX+d) + 1;"The contents of the Index Register IX (register pair IX) are added to a two’s
complement displacement integer d to point to an address in memory. The
contents of this address are then incremented.";"S is set if result is negative, reset otherwise
Z is set if result is zero, reset otherwise
H is set if carry from bit 3, reset otherwise
P/V is set if (IX+d) was 7FH before operation, reset otherwise
N is reset
C is not affected";"If the contents of the Index Register pair IX are 2020H, and the memory
location 2030H contains byte 34H, at execution of INC (IX+10H) the
contents of memory location 2030H is 35H."
instr;49;0;4;0;INC;BC,DE,HL,SP;;;;Register Ext;;;;;1;0;1;6;;OCF(6);;;;;;;;;16-Bit Arithmetic;0;184;ss <- ss + 1;"The contents of register pair ss (any of register pairs BC, DE, HL, or SP)
are incremented.";None;"If the register pair contains 1000H, after the execution of INC HL, HL
contains 1001H."
instr;49;1;2;0;INC;IX,IY;;;;Register Ext;;;;;2;0;2;10 (4, 6);;OCF(4);OCF(6);;;;;;;;16-Bit Arithmetic;0;"185
186";IX <- IX + 1;The contents of the Index Register IX are incremented.;None;"If the Index Register IX contains the integer 3300H. at execution of
INC IX the contents of Index Register IX are 3301H."
instr;50;0;1;0;IND;;;;;;;;;;2;0;4;16 (4, 5, 4, 3);;OCF(4);OCF(5);PR(4);MW(3);;;;;;Input and Output;0;275;(HL) <- (C), B <- B -1, HL <- HL -1;"The contents of register C are placed on the bottom half (A0 through A7) of
the address bus to select the I/O device at one of 256 possible ports.
Register B may be used as a byte counter, and its contents are placed on the
top half (A8 through A15) of the address bus at this time. Then one byte
from the selected port is placed on the data bus and written to the CPU. The
contents of the HL register pair are placed on the address bus and the input
byte is written to the corresponding location of memory. Finally, the byte
counter and register pair HL are decremented.";"S is unknown
Z is set if B–1 = 0, reset otherwise
H is unknown
P/V is unknown
N is set
C is not affected";"If the contents of register C are 07H, the contents of register B are 10H, the
contents of the HL register pair are 1000H, and byte 7BH is available at the
peripheral device mapped to I/O port address 07H. At execution of IND
memory location 1000H contains 7BH, the HL register pair contains
0FFFH, and register B contains 0FH."
instr;51;0;1;0;INDR;;;;;;;;;;2;0;5;21 (4, 5, 4, 3, 5);B!=0;OCF(4);OCF(5);PR(4);MW(3);CPU(5);;;;;Input and Output;0;277;(HL) <- (C), B <- B -1, HL <- HL -1;"The contents of register C are placed on the bottom half (A0 through A7)
of the address bus to select the I/O device at one of 256 possible ports.
Register B is used as a byte counter, and its contents are placed on the top
half (A8 through A15) of the address bus at this time. Then one byte from
the selected port is placed on the data bus and written to the CPU. The
contents of the HL register pair are placed on the address bus and the
input byte is written to the corresponding location of memory. Then HL
and the byte counter are decremented. If decrementing causes B to go to
zero, the instruction is terminated. If B is not zero, the PC is decremented
by two and the instruction repeated. Interrupts are recognized and two
refresh cycles are executed after each data transfer.
When B is set to zero prior to instruction execution, 256 bytes of data are
input.";"S is unknown
Z is set
H is unknown
P/V is unknown
N is set
C is not affected";"If the contents of register C are 07H, the contents of register B are 03H, the
contents of the HL register pair are 1000H, and the following sequence of
bytes are available at the peripheral device mapped to I/O port address 07H:
51H
A9H
03H
then at execution of INDR the HL register pair contains 0FFDH, register B
contains zero, and memory locations contain the following:
0FFEH contains 03H
0FFFH contains A9H
1000H contains 51H"
execvar;51;0;;0;;;;;;;;;;;2;1;4;16 (4, 5, 4, 3);B=0;OCF(4);OCF(5);PR(4);MW(3);;;;;;;;;;;;
instr;52;0;1;0;INI;;;;;;;;;;2;0;4;16 (4, 5, 4, 3);;OCF(4);OCF(5);PR(4);MW(3);;;;;;Input and Output;0;272;(HL) <- (C), B <- B -1, HL <- HL + 1;"The contents of register C are placed on the bottom half (A0 through A7) of
the address bus to select the I/O device at one of 256 possible ports.
Register B may be used as a byte counter, and its contents are placed on the
top half (A8 through A15) of the address bus at this time. Then one byte
from the selected port is placed on the data bus and written to the CPU. The
contents of the HL register pair are then placed on the address bus and the
input byte is written to the corresponding location of memory. Finally, the
byte counter is decremented and register pair HL is incremented.";"S is unknown
Z is set if B–1 = 0, reset otherwise
H is unknown
P/V is unknown
N is set
C is not affected";"If the contents of register C are 07H, the contents of register B are 10H, the
contents of the HL register pair are 1000H, and byte 7BH is available at the
peripheral device mapped to I /O port address 07H. At execution of INI
memory location 1000H contains 7BH, the HL register pair contains
1001H, and register B contains 0FH."
instr;53;0;1;0;INIR;;;;;;;;;;2;0;5;21 (4, 5, 4, 3, 5);B!=0;OCF(4);OCF(5);PR(4);MW(3);CPU(5);;;;;Input and Output;0;273;(HL) <- (C), B <- B -1, HL <- HL + 1;"The contents of register C are placed on the bottom half (A0 through A7) of
the address bus to select the I/O device at one of 256 possible ports.
Register B is used as a byte counter, and its contents are placed on the top
half (A8 through A15) of the address bus at this time. Then one byte from
the selected port is placed on the data bus and written to the CPU. The
contents of the HL register pair are placed on the address bus and the input
byte is written to the corresponding location of memory. Then register pair
HL is incremented, the byte counter is decremented. If decrementing causes
B to go to zero, the instruction is terminated. If B is not zero, the PC is
decremented by two and the instruction repeated. Interrupts are recognized
and two refresh cycles execute after each data transfer.
Note: if B is set to zero prior to instruction execution, 256 bytes of data
are input.";"S is unknown
Z is set
H is unknown
P/V is unknown
N is set
C is not affected";"If the contents of register C are 07H, the contents of register B are 03H,
the contents of the HL register pair are 1000H, and the following
sequence of bytes are available at the peripheral device mapped to I/O
port of address 07H:
51H
A9H
03H
then at execution of INIR the HL register pair contains 1003H, register B
contains zero, and memory locations contain the following:
1000H contains 51H
1001H contains A9H
1002H contains 03H"
execvar;53;0;;0;;;;;;;;;;;2;1;4;16 (4, 5, 4, 3);B=0;OCF(4);OCF(5);PR(4);MW(3);;;;;;;;;;;;
instr;54;0;1;0;JP;nn;;;;Extended;;;;;3;0;3;10 (4, 3, 3);;OCF(4);ODL(3);ODH(3);;;;;;;Jump;0;238;PC <- nn;"Operand nn is loaded to register pair PC (Program Counter). The next
instruction is fetched from the location designated by the new contents of
the PC.";None;
instr;55;0;1;0;JP;(HL);;;;Register Indirect;;;;;1;0;1;4;;OCF(4);;;;;;;;;Jump;0;250;pc <- hL;"The Program Counter (register pair PC) is loaded with the contents of the
HL register pair. The next instruction is fetched from the location
designated by the new contents of the PC.";None;"If the contents of the Program Counter are 1000H, and the contents of the
HL register pair are 4800H, at execution of JP (HL) the contents of the
Program Counter are 4800H."
instr;55;1;2;0;JP;(IX),(IY);;;;Register Indirect;;;;;2;0;2;8 (4, 4);;OCF(4);OCF(4);;;;;;;;Jump;0;"251
252";pc <- IX;"The Program Counter (register pair PC) is loaded with the contents of the
IX Register Pair. The next instruction is fetched from the location
designated by the new contents of the PC.";None;"If the contents of the Program Counter are 1000H, and the contents of the
IX Register Pair are 4800H, at execution of JP (IX) the contents of the
Program Counter are 4800H."
instr;56;0;8;0;JP;C,M,NC,NZ,P,PE,PO,Z;nn;;;Flag Cond.;Extended;;;;3;0;3;10 (4, 3, 3);;OCF(4);ODL(3);ODH(3);;;;;;;Jump;0;239;IF cc true, PC <- nn;"If condition cc is true, the instruction loads operand nn to register pair PC
(Program Counter), and the program continues with the instruction
beginning at address nn. If condition cc is false, the Program Counter is
incremented as usual, and the program continues with the next sequential
instruction. Condition cc is programmed as one of eight status that
corresponds to condition bits in the Flag Register (register F). These eight
status are defined in the table below :
Condition Flag
NZ non zero Z
Z zero Z
NC no carry C
C carry C
PO parity odd P/V
PE parity even P/V
P sign positive S
M sign negative S";None;"If the Carry flag (C flag in the F register) is set and the contents of address
1520 are 03H, at execution of JP C, 1520H the Program Counter contains
1520H, and on the next machine cycle the CPD fetches byte 03H from
address 1520H."
instr;57;0;1;0;JR;e;;;;Relative;;;;;2;0;3;12 (4, 3, 5);;OCF(4);OD(3);CPU(5);;;;;;;Jump;0;241;PC <- PC + e;"This instruction provides for unconditional branching to other segments of
a program. The value of the displacement e is added to the Program
Counter (PC) and the next instruction is fetched from the location
designated by the new contents of the PC. This jump is measured from the
address of the instruction Op Code and has a range of-126 to +129 bytes.
The assembler automatically adjusts for the twice incremented PC.";None;"To jump forward five locations from address 480, the following assembly
language statement is used JR $+5
The resulting object code and final PC value is shown below:
Location Instruction
480 18
481 03
482 -
483 -
484 -
485 <- PC after jump"
instr;58;0;4;0;JR;C,NC,NZ,Z;e;;;Flag Cond.;Relative;;;;2;0;3;12 (4, 3, 5);cc == 1;OCF(4);OD(3);CPU(5);;;;;;;Jump;0;"242
244
246
248";"If C = 0, continue
If C = 1, PC <- PC+ e";"This instruction provides for conditional branching to other segments of a
program depending on the results of a test on the Carry Flag. If the flag is
equal to a 1, the value of the displacement e is added to the Program
Counter (PC) and the next instruction is fetched from the location
designated by the new contents of the PC. The jump is measured from the
address of the instruction Op Code and has a range of -126 to +129 bytes.
The assembler automatically adjusts for the twice incremented PC.
If the flag is equal to a 0, the next instruction executed is taken from the
location following this instruction.";None;"The Carry flag is set and it is required to jump back four locations from
480. The assembly language statement is JR C, $ - 4
The resulting object code and final PC value is shown below:
Location Instruction
47C <- PC after jump
47D -
47E -
47F -
480 38
481 FA (two’s complement - 6)"
execvar;58;0;;0;;;;;;;;;;;2;1;2;7 (4,3);cc == 0;OCF(4);OD(3);;;;;;;;;;;;;;
instr;59;0;7;0;LD;A,B,C,D,E,H,L;n;;;Register;Immediate;;;;2;0;2;7 (4,3);;OCF(4);OD(3);;;;;;;;8-Bit Load;0;82;r <- n;The 8-bit integer n is loaded to any register r, where r identifies register A,B, C, D, E, H, or L.;None;At execution of LD E, A5H the contents of register E are A5H.
instr;59;1;4;0;LD;IXh,IXl,IYh,IYl;n;;;Register;Immediate;;;;3;0;3;11 (4,4,3);;OCF(4);OCF(4);OD(3);;;;;;;8-Bit Load;1;;r <- n;The 8-bit integer n is loaded to any register r, where r identifies register A,B, C, D, E, H, or L.;None;At execution of LD E, A5H the contents of register E are A5H.
instr;60;0;49;0;LD;A,B,C,D,E,H,L;A,B,C,D,E,H,L;;;Register;Register;;;;1;0;1;4;;OCF(4);;;;;;;;;8-Bit Load;0;81;r <- r';"The contents of any register r' are loaded to any other register r. r, r'
identifies any of the registers A, B, C, D, E, H, or L.";None;If the H register contains the number 8AH, and the E register contains 10H, the instruction LD H, E results in both registers containing 10H.
instr;60;1;20;0;LD;A,B,C,D,E;IXh,IXl,IYh,IYl;;;Register;Register;;;;2;0;2;8 (4,4);;OCF(4);OCF(4);;;;;;;;8-Bit Load;1;;r <- r';"The contents of any register r' are loaded to any other register r. r, r'
identifies any of the registers A, B, C, D, E, H, or L.";None;If the H register contains the number 8AH, and the E register contains 10H, the instruction LD H, E results in both registers containing 10H.
instr;60;2;20;0;LD;IXh,IXl,IYh,IYl;A,B,C,D,E;;;Register;Register;;;;2;0;2;8 (4,4);;OCF(4);OCF(4);;;;;;;;8-Bit Load;1;;r <- r';"The contents of any register r' are loaded to any other register r. r, r'
identifies any of the registers A, B, C, D, E, H, or L.";None;If the H register contains the number 8AH, and the E register contains 10H, the instruction LD H, E results in both registers containing 10H.
instr;60;3;4;0;LD;IXh,IXl;IXh,IXl;;;Register;Register;;;;2;0;2;8 (4,4);;OCF(4);OCF(4);;;;;;;;8-Bit Load;1;;r <- r';"The contents of any register r' are loaded to any other register r. r, r'
identifies any of the registers A, B, C, D, E, H, or L.";None;If the H register contains the number 8AH, and the E register contains 10H, the instruction LD H, E results in both registers containing 10H.
instr;60;4;4;0;LD;IYh,IYl;IYh,IYl;;;Register;Register;;;;2;0;2;8 (4,4);;OCF(4);OCF(4);;;;;;;;8-Bit Load;1;;r <- r';"The contents of any register r' are loaded to any other register r. r, r'
identifies any of the registers A, B, C, D, E, H, or L.";None;If the H register contains the number 8AH, and the E register contains 10H, the instruction LD H, E results in both registers containing 10H.
instr;60;5;2;0;LD;A;R,I;;;Register;Register;;;;2;0;2;9 (4, 5);;OCF(4);OCF(5);;;;;;;;8-Bit Load;0;"98
99";A <- I;The contents of the Interrupt Vector Register I are loaded to the Accumulator.;"S is set if I-Register is negative, reset otherwise
Z is set if I-Register is zero, reset otherwise
H is reset
P/V contains contents of IFF2
N is reset
C is not affected
If an interrupt occurs during execution of this instruction, the Parity
flag contains a 0.";
instr;60;6;2;0;LD;R,I;A;;;Register;Register;;;;2;0;2;9 (4, 5);;OCF(4);OCF(5);;;;;;;;8-Bit Load;0;"100
101";I <- A;"The contents of the Accumulator are loaded to the Interrupt Control Vector
Register, I.";None;
instr;61;0;1;0;LD;A;(nn);;;Register;Extended;;;;3;0;4;13 (4, 3, 3, 3);;OCF(4);ODL(3);ODH(3);MR(3);;;;;;8-Bit Load;0;94;A <- (nn);"The contents of the memory location specified by the operands nn are
loaded to the Accumulator. The first n operand after the Op Code is the low
order byte of a 2-byte memory address.";None;"If the contents of nn is number 8832H, and the content of memory address
8832H is byte 04H, at instruction LD A, (nn) byte 04H is in the
Accumulator."
instr;62;0;7;0;LD;A,B,C,D,E,H,L;(HL);;;Register;Register Indirect;;;;1;0;2;7 (4,3);;OCF(4);MR(3);;;;;;;;8-Bit Load;0;83;r <- (HL);"The 8-bit contents of memory location (HL) are loaded to register r,
where r identifies register A, B, C, D, E, H, or L.";None;"If register pair HL contains the number 75A1H, and memory address
75A1H contains byte 58H, the execution of LD C, (HL) results in 58H in
register C."
instr;62;1;2;0;LD;A;(BC),(DE);;;Register;Register Indirect;;;;1;0;2;7 (4, 3);;OCF(4);MR(3);;;;;;;;8-Bit Load;0;"92
93";A <- (BC);"The contents of the memory location specified by the contents of the BC
register pair are loaded to the Accumulator.";None;"If the BC register pair contains the number 4747H, and memory address
4747H contains byte 12H, then the instruction LD A, (BC) results in byte
12H in register A."
instr;63;0;14;0;LD;A,B,C,D,E,H,L;(IX+d),(IY+d);;;Register;Indexed;;;;3;0;5;19 (4, 4, 3, 5, 3);;OCF(4);OCF(4);OD(3);CPU(5);MR(3);;;;;8-Bit Load;0;"84
85";r <- (IX+d);"The operand (IX+d), (the contents of the Index Register IX summed with
a two’s complement displacement integer d) is loaded to register r, where r identifies register A, B, C, D, E, H, or L.";None;"If the Index Register IX contains the number 25AFH, the instruction LD B,
(IX+19H) causes the calculation of the sum 25AFH + 19H, which points
to memory location 25C8H. If this address contains byte 39H, the
instruction results in register B also containing 39H."
instr;64;0;4;0;LD;BC,DE,HL,SP;nn;;;Register Ext;Immediate Extended;;;;3;0;3;10 (4, 3, 3);;OCF(4);ODL(3);ODH(3);;;;;;;16-Bit Load;0;102;dd <- nn;"The 2-byte integer nn is loaded to the dd register pair, where dd defines the
BC, DE, HL, or SP register pairs.";None;At execution of LD HL, 5000H the contents of the HL register pair is 5000H.
instr;64;1;2;0;LD;IX,IY;nn;;;Register Ext;Immediate Extended;;;;4;0;4;14 (4, 4, 3, 3);;OCF(4);OCF(4);ODL(3);ODH(3);;;;;;16-Bit Load;0;"103
104";IX <- nn;"Integer nn is loaded to the Index Register IX. The first n operand after the
Op Code is the low order byte.";None;At instruction LD IX, 45A2H the Index Register contains integer 45A2H.
